station,rows,ts_min,ts_max,n_ts,name,n_flood,min_flood,max_flood,avg_flood,n_ge5,n_ge15,n_ge30,n_gt0,n_neg,year,dataset
FL.DDG.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.รัชดาภิเษก ช่วงแยกเทียมร่วมมิตร,105120,0.0,29.9,0.0129414003,88,37,0,113,0,2025,flood
FL.DDG.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ประชาสงเคราะห์ ตลาดห้วยขวาง,105120,0.0,33.0,0.0228243912,134,79,10,161,0,2025,flood
FL.DDG.03,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ดินแดง ซอยสุทธิพร 2,105120,0.0,22.4,0.0036472603,31,9,0,36,0,2025,flood
FL.DDG.04,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.รัชดาภิเษก ช่วงคลองบางซื่อ,105120,0.0,2.2,2.09285e-05,0,0,0,1,0,2025,flood
FL.DDG.05,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.รัชดาภิเษก สถานฑูตจีน,105119,0.0,26.9,0.0062367412,51,14,0,69,0,2025,flood
FL.DDG.06,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ประชาสุข ซ.อินทามระ 53,105120,0.0,10.2,0.0017151826,12,0,0,37,0,2025,flood
FL.DDG.07,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.วิภาวดี(ขาออก) ช่วงกรมทหารราบที่ 1,105120,0.0,23.2,0.0023915525,14,10,0,18,0,2025,flood
FL.DDG.08,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ดินแดง ช่วงโรงเรียนพิบูลประชาสรรค์,105120,0.0,14.3,0.0643160198,123,0,0,1579,0,2025,flood
FL.DST.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พิษณุโลก ช่วงบ้านพิษณุโลก,0,,,,0,0,0,0,0,2025,flood
FL.DST.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.สามเสน ช่วงแยกเกียกกาย,0,,,,0,0,0,0,0,2025,flood
FL.DST.03,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ศรีอยุธยา ลานพระราชวังดุสิต,105119,0.0,16.8,0.0001598189,1,1,0,1,0,2025,flood
FL.DST.04,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ราชสีมา แยกอู่ทองนอก,105120,0.0,0.0,0.0,0,0,0,0,0,2025,flood
FL.DST.05,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.นครไชยศรี (กรมสรรพสามิต),0,,,,0,0,0,0,0,2025,flood
FL.DST.06,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ราชวิถี เชิงสะพานกรุงธนบุรี,105105,0.0,13.5,0.0021026592,23,0,0,24,0,2025,flood
FL.DST.07,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.นครไชยศรี ช่วงตลาดศรีย่าน,105111,0.0,3.6,0.0001798099,0,0,0,24,0,2025,flood
FL.DST.08,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ราชวิถี หน้ามหาวิทยาลัยสวนดุสิต,105110,0.0,7.2,0.0012320426,14,0,0,26,0,2025,flood
FL.HKG.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.เพชรบุรีตัดใหม่ ช่วงสิงห์คอมเพล็กซ์,94868,0.0,21.5,0.0090199013,82,10,0,84,0,2025,flood
FL.JTG.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.จอมทอง ช่วงแยกจอมทอง,105095,0.0,21.8,0.0038403349,30,13,0,32,0,2025,flood
FL.KSN.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ลาดหญ้า วงเวียนใหญ่,105120,0.0,12.4,0.0051702816,61,0,0,80,0,2025,flood
FL.KTY.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พระรามที่ 3 ช่วงตลาดฮ่องกง-ปีนัง,49245,0.0,0.0,0.0,0,0,0,0,0,2025,flood
FL.KTY.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ซ.สุขุมวิท 22 (ด้านถนนพระรามที่ 4),105120,0.0,16.3,0.0035378615,31,6,0,38,0,2025,flood
FL.KTY.03,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พระราม 3 ช่วงทางรถไฟ,105120,0.0,19.6,0.0030175038,26,5,0,31,0,2025,flood
FL.KTY.04,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พระราม 4 ช่วงกล้วยน้ำไท,105120,0.0,9.9,0.0011510654,16,0,0,18,0,2025,flood
FL.KTY.05,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.สุนทรโกษา แยก ณ ระนอง,105120,0.0,0.0,0.0,0,0,0,0,0,2025,flood
FL.LSI.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ซ.แจ้งวัฒนะ 14,0,,,,0,0,0,0,0,2025,flood
FL.LSI.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.งามวงศ์วาน แยกพงษ์เพชร,105120,0.0,23.5,0.0229233257,177,54,0,204,0,2025,flood
FL.LSI.03,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.แจ้งวัฒนะ หน้าศาลปกครองกลาง,105118,0.0,21.2,0.0080680759,43,1,0,269,0,2025,flood
FL.LSI.04,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.แจ้งวัฒนะขาเข้า (โลตัส),105120,0.0,24.1,0.0074381659,69,9,0,74,0,2025,flood
FL.LSI.05,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.แจ้งวัฒนะขาออก (มทบ. 11),105120,0.0,16.6,0.0023544521,25,1,0,25,0,2025,flood
FL.LSI.06,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.งามวงศ์วาน ซอยชินเขต,105120,0.0,15.2,0.0120605023,133,1,0,176,0,2025,flood
FL.MBR.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.สุวินทวงศ์ ช่วงแยกไปรษณีย์มีนบุรี,62817,0.0,0.0,0.0,0,0,0,0,0,2025,flood
FL.PKN.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.สุขุมวิท ช่วงซอยสุขุมวิท 62,105120,0.0,12.0,0.0064592846,2,0,0,212,0,2025,flood
FL.PNK.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.วิสุทธิ์กษัตริย์  หน้าวัดอินทรวิหาร,105118,0.0,0.0,0.0,0,0,0,0,0,2025,flood
FL.PPS.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.หลานหลวง หน้าธนาคารกรุงไทย,105120,0.0,18.5,0.0056402207,62,6,0,74,0,2025,flood
FL.PPS.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.หลวง ช่วงวัดเทพศิรินทราวาส,105120,0.0,0.0,0.0,0,0,0,0,0,2025,flood
FL.PTW.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พระรามที่ 1 ช่วงสนามกีฬาแห่งชาติ,105120,0.0,31.4,0.0070338661,48,21,2,50,0,2025,flood
FL.PTW.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พญาไท ช่วงมาบุญครอง,105120,0.0,25.7,0.0045462329,28,15,0,43,0,2025,flood
FL.PTW.03,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พระรามที่ 1 ช่วงวัดปทุมวนาราม,105120,0.0,15.3,0.0034227549,10,1,0,167,0,2025,flood
FL.PTW.04,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พระรามที่ 4 หน้าวัน แบงค็อก,0,,,,0,0,0,0,0,2025,flood
FL.PTW.05,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ราชดำริ หน้าโรงพยาบาลตำรวจ,105120,0.0,34.4,0.0098354262,48,34,13,53,0,2025,flood
FL.PWT.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ศรีนครินทร์ ช่วงซีคอนสแควร์,105120,0.0,10.3,0.0011558219,12,0,0,18,0,2025,flood
FL.PWT.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.เฉลิมพระเกียรติ ร.9 ช่วงแยกศรีอุดม,105117,0.0,21.8,0.0388538486,326,39,0,620,0,2025,flood
FL.PYT.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงหน้าสนามเป้า,105120,0.0,25.8,0.0080612633,56,29,0,56,0,2025,flood
FL.PYT.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงสะพานควาย,83700,0.0,34.1,0.0317132616,191,48,14,191,0,2025,flood
FL.PYT.03,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พระราม6 ช่วงทางด่วน,105120,0.0,13.7,0.0026560122,28,0,0,28,0,2025,flood
FL.PYT.04,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.สุทธิสารวินิจฉัย ซอย 19,105120,0.0,21.2,0.0035359589,28,9,0,31,0,2025,flood
FL.PYT.05,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงซอยสายลม,104411,0.0,25.0,0.0085833868,56,32,0,56,0,2025,flood
FL.PYT.06,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ประดิพัทธ์ ช่วงสะพานควาย,105120,0.0,28.7,0.0095605023,52,36,0,53,0,2025,flood
FL.PYT.07,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พหลโยธิน  ช่วงห้างบิ๊กซีสะพานควาย,105120,0.0,21.2,0.0042151826,34,11,0,46,0,2025,flood
FL.RTW.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ศรีอยุธยา ช่วงถนนพญาไท,105120,0.0,6.4,0.000119863,2,0,0,2,0,2025,flood
FL.RTW.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.เพชรบุรี ช่วงหน้าดอนบอสโก,105120,0.0,0.0,0.0,0,0,0,0,0,2025,flood
FL.RTW.03,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.เพชรบุรี ช่วงหน้าเมโทร,25660,0.0,0.0,0.0,0,0,0,0,0,2025,flood
FL.RTW.04,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พญาไท ช่วงกรมปศุสัตว์,105120,0.0,21.8,0.008821347,85,14,0,93,0,2025,flood
FL.RTW.05,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พระรามที่ 6 ช่วงตลาดประแจจีน,105120,0.0,17.1,0.0039288432,36,9,0,36,0,2025,flood
FL.RTW.06,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ราชวิถี ช่วงสวนสันติภาพ,105120,0.0,0.0,0.0,0,0,0,0,0,2025,flood
FL.RTW.07,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ศรีอยุธยา ช่วงโรงเรียนสันติราษฏร์วิทยาลัย,105119,0.0,18.5,0.0059332756,49,10,0,49,0,2025,flood
FL.RTW.08,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.นิคมมักกะสัน แยกราชปรารภ,105120,0.0,37.0,0.0132134703,66,50,14,67,0,2025,flood
FL.RTW.09,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.บรรทัดทอง ช่วงถนนเพชรบุรี,105120,0.0,25.9,0.0202929985,163,39,0,210,0,2025,flood
FL.RTW.10,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ศรีอยุธยา ช่วงโรงเรียนศรีอยุธยา,105120,0.0,35.1,0.0052587519,27,14,7,34,0,2025,flood
FL.RTW.11,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พระรามที่ 6 ช่วงพิพิธภัณฑ์กรมทางหลวง,105120,0.0,16.8,0.0043978311,37,10,0,48,0,2025,flood
FL.RTW.12,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พระรามที่ 6 ช่วงกองการพัสดุ กรมทางหลวง,105120,0.0,16.9,0.0068778539,66,10,0,70,0,2025,flood
FL.SLG.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พัฒนาการ แยกศรีนครินทร์,105120,0.0,23.6,0.0116704718,137,3,0,147,0,2025,flood
FL.SLG.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.รามคำแหง ซอย 3,67515,0.0,4.9,0.0002177294,0,0,0,4,0,2025,flood
FL.SLG.03,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,"""ถ.พัฒนาการ ช่วงธนาคารกรุงไทย """,105119,0.0,35.3,0.0212930108,134,70,10,145,0,2025,flood
FL.SMI.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.พหลโยธิน ช่วงซอยพหลโยธิน 60/1,105120,0.0,46.4,0.0325057078,130,98,52,130,0,2025,flood
FL.SPW.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.เจริญกรุง แยกแปลงนาม,105120,0.0,16.2,0.0031601979,28,3,0,31,0,2025,flood
FL.SPW.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.เยาวราช ช่วงแยกราชวงศ์,105120,0.0,10.3,0.0066600076,76,0,0,122,0,2025,flood
FL.STN.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.จันทน์ ซอย 28/2,105120,0.0,33.6,0.0069767884,42,21,4,47,0,2025,flood
FL.STN.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.เซนต์หลุยส์ 3,105120,0.0,9.5,0.0005241629,7,0,0,7,0,2025,flood
FL.STN.03,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.สาธุประดิษฐ์ ซอย 2,105120,0.0,33.4,0.0166657154,92,60,9,93,0,2025,flood
FL.STN.04,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.สวนพลู ช่วงตลาดสวนพลู,105120,0.0,1.2,0.0042541857,0,0,0,533,0,2025,flood
FL.WTL.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ลาดพร้าว ช่วงตัดถนนประดิษฐ์มนูธรรม,99799,0.0,20.4,0.0017364903,18,1,0,30,0,2025,flood
FL.WTL.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.ลาดพร้าว ช่วงซอยลาดพร้าว 89,104661,0.0,11.9,0.0003229474,3,0,0,5,0,2025,flood
FL.WTL.03,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ซ.รามคำแหง 43/1,105120,0.0,14.2,0.013789003,180,0,0,190,0,2025,flood
FL.WTL.04,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ซ.รามคำแหง 65 (ซอยมหาดไทย),104692,0.0,17.3,0.0094496237,71,19,0,260,0,2025,flood
FL.WTN.01,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ซ.สุขุมวิท 39 (ซอยพร้อมพงษ์),88484,0.0,61.5,0.0013663487,2,2,2,2,0,2025,flood
FL.WTN.02,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.อโศกมนตรี ช่วงแยกชิโนไทย,105118,0.0,8.3,0.0004670941,6,0,0,9,0,2025,flood
FL.WTN.03,105120,2025-01-01T00:00:00.000,2025-12-31T23:55:00.000,105120,ถ.สุขุมวิท 71 ช่วงซอยปรีดีพนมยงค์ 20,23679,0.0,0.0,0.0,0,0,0,0,0,2025,flood
